compound_id,method_id,rt_min,rsd_source,retention_factor_source,source_file,source_row
15,M28,2.59,0.0095,2.32,Dataset 28.xlsx,16
15,M29,5.42,0.0013,2.24,Dataset 29.xlsx,16
15,M30,2.98,0.0015,1.21,Dataset 30.xlsx,16
16,M01,4.92,0.0014,2.87,Dataset 01.xlsx,17
16,M02,6.27,0.0008,5.85,Dataset 02.xlsx,17
16,M03,5.49,0.0007,3.04,Dataset 03.xlsx,17
16,M04,5.24,0.001,2.79,Dataset 04.xlsx,17
16,M05,5.12,0,2.91,Dataset 05.xlsx,17
16,M06,6.95,0,3.96,Dataset 06.xlsx,17
16,M07,6.92,0.001,4.05,Dataset 07.xlsx,17
16,M08,8.38,0.0008,8.2,Dataset 08.xlsx,17
16,M09,7.44,0.0021,6.98,Dataset 09.xlsx,17
16,M10,10.19,0.0005,6.54,Dataset 10.xlsx,17
16,M11,9.36,0.0005,6.06,Dataset 11.xlsx,17
16,M12,9.7,0.0028,9.3,Dataset 12.xlsx,17
16,M13,10.44,0.0005,7.22,Dataset 13.xlsx,17
16,M14,7.63,0.0036,9.17,Dataset 14.xlsx,17
16,M15,10.7,0.0007,5.68,Dataset 15.xlsx,17
16,M16,17.04,0.0006,12.63,Dataset 16.xlsx,17
16,M17,3.58,0.0027,2.89,Dataset 17.xlsx,17
16,M18,5.71,0.0012,2.97,Dataset 18.xlsx,17
16,M19,5.07,0.0011,2.71,Dataset 19.xlsx,17
16,M20,6.2,0.0004,8.92,Dataset 20.xlsx,17
16,M21,5.07,0.0042,2.6,Dataset 21.xlsx,17
16,M22,9.38,0.0028,6.75,Dataset 22.xlsx,17
16,M23,7.4,0.0034,8.86,Dataset 23.xlsx,17
16,M24,9.56,0.0006,5.13,Dataset 24.xlsx,17
16,M25,7.16,0.0031,4.51,Dataset 25.xlsx,17
16,M26,4.9,0.0047,5.28,Dataset 26.xlsx,17
16,M27,7.72,0.0018,4.98,Dataset 27.xlsx,17
16,M28,5.69,0.0043,6.29,Dataset 28.xlsx,17
16,M29,7.79,0.0009,3.66,Dataset 29.xlsx,17
16,M30,4.27,0.0015,2.16,Dataset 30.xlsx,17
17,M01,4.13,0.0034,2.25,Dataset 01.xlsx,18
17,M02,4.55,0.0043,3.97,Dataset 02.xlsx,18
17,M03,4.59,0.0009,2.38,Dataset 03.xlsx,18
17,M04,4.15,0.0029,2,Dataset 04.xlsx,18
17,M05,3.82,0.0019,1.91,Dataset 05.xlsx,18
17,M06,5.84,0.0036,3.17,Dataset 06.xlsx,18
17,M07,5.18,0.0076,2.78,Dataset 07.xlsx,18
17,M08,4.85,0.0014,4.32,Dataset 08.xlsx,18
17,M09,3.27,0.0015,2.5,Dataset 09.xlsx,18
17,M10,6.48,0.0007,3.8,Dataset 10.xlsx,18
17,M11,4.59,0,2.46,Dataset 11.xlsx,18
17,M12,4.81,0.001,4.1,Dataset 12.xlsx,18
17,M13,6.23,0,3.91,Dataset 13.xlsx,18
17,M14,3.78,0.0139,4.04,Dataset 14.xlsx,18
17,M15,6.68,0.0011,3.17,Dataset 15.xlsx,18
17,M16,7.32,0.003,4.86,Dataset 16.xlsx,18
17,M17,2.08,0.015,1.26,Dataset 17.xlsx,18
17,M18,4.76,0.0015,2.3,Dataset 18.xlsx,18
17,M19,4.45,0.0028,2.26,Dataset 19.xlsx,18
17,M20,4.29,0.0006,5.86,Dataset 20.xlsx,18
17,M21,4.35,0.0016,2.08,Dataset 21.xlsx,18
17,M22,5.93,0.0083,3.9,Dataset 22.xlsx,18
17,M23,3.36,0.0126,3.48,Dataset 23.xlsx,18
17,M24,6.38,0.0009,3.09,Dataset 24.xlsx,18
17,M25,6.67,0.0013,4.13,Dataset 25.xlsx,18
17,M26,4.7,0.0092,5.03,Dataset 26.xlsx,18
17,M27,7.09,0.001,4.49,Dataset 27.xlsx,18
17,M28,5.29,0.0016,5.78,Dataset 28.xlsx,18
17,M29,7.06,0.001,3.22,Dataset 29.xlsx,18
17,M30,4.59,0.0042,2.4,Dataset 30.xlsx,18
18,M01,5.92,0.0028,3.66,Dataset 01.xlsx,19
18,M02,7.72,0.0013,7.44,Dataset 02.xlsx,19
18,M03,6.89,0.0007,4.07,Dataset 03.xlsx,19
18,M04,6.43,0.0006,3.65,Dataset 04.xlsx,19
18,M05,6.33,0.0011,3.83,Dataset 05.xlsx,19
18,M06,8.77,0,5.26,Dataset 06.xlsx,19
18,M07,8.98,0.0017,5.55,Dataset 07.xlsx,19
18,M08,12.2,0.0005,12.41,Dataset 08.xlsx,19
18,M09,11.16,0.0015,10.96,Dataset 09.xlsx,19
18,M10,14.08,0.0004,9.43,Dataset 10.xlsx,19
18,M11,13.12,0.0026,8.9,Dataset 11.xlsx,19
18,M12,15.64,0.0004,15.6,Dataset 12.xlsx,19
18,M13,15.35,0.0025,11.09,Dataset 13.xlsx,19
18,M14,12.37,0.0023,15.49,Dataset 14.xlsx,19
18,M15,15.34,0.0009,8.59,Dataset 15.xlsx,19
18,M16,32.02,0,24.62,Dataset 16.xlsx,19
18,M17,5.12,0.0019,4.57,Dataset 17.xlsx,19
18,M18,6.98,0.002,3.84,Dataset 18.xlsx,19
18,M19,5.56,0.0011,3.07,Dataset 19.xlsx,19
18,M20,7.19,0.0007,10.5,Dataset 20.xlsx,19
18,M21,5.49,0.0026,2.89,Dataset 21.xlsx,19
18,M22,11.04,0.0024,8.12,Dataset 22.xlsx,19
18,M23,9.18,0.0011,11.24,Dataset 23.xlsx,19
18,M24,11.21,0.0011,6.19,Dataset 24.xlsx,19
18,M25,11.62,0.0013,7.94,Dataset 25.xlsx,19
18,M26,10,0.0023,11.82,Dataset 26.xlsx,19
18,M27,11.66,0.0018,8.03,Dataset 27.xlsx,19
18,M28,9.59,0.0017,11.29,Dataset 28.xlsx,19
18,M29,11.46,0.0006,5.86,Dataset 29.xlsx,19
18,M30,6.93,0,4.13,Dataset 30.xlsx,19
19,M01,3.36,0.0181,1.65,Dataset 01.xlsx,20
19,M02,2.79,0.0018,2.05,Dataset 02.xlsx,20
19,M03,3.88,0.0014,1.86,Dataset 03.xlsx,20
19,M04,3.15,0.0018,1.27,Dataset 04.xlsx,20
19,M05,2.97,0.0024,1.26,Dataset 05.xlsx,20
19,M06,4.73,0.0015,2.38,Dataset 06.xlsx,20
19,M07,3.95,0.0036,1.88,Dataset 07.xlsx,20
19,M08,2.79,0.0024,2.07,Dataset 08.xlsx,20
19,M09,2.17,0.0199,1.33,Dataset 09.xlsx,20
19,M10,4.01,0.0016,1.97,Dataset 10.xlsx,20
19,M11,3.18,0,1.4,Dataset 11.xlsx,20
19,M12,2.79,0.0029,1.96,Dataset 12.xlsx,20
19,M13,4.47,0,2.52,Dataset 13.xlsx,20
19,M14,2.43,0.0094,2.24,Dataset 14.xlsx,20
19,M15,4.96,0.0023,2.1,Dataset 15.xlsx,20
19,M16,4.61,0.005,2.69,Dataset 16.xlsx,20
19,M17,1.78,0.0095,0.93,Dataset 17.xlsx,20
19,M18,4.5,0.0026,2.13,Dataset 18.xlsx,20
19,M19,3.79,0.0055,1.78,Dataset 19.xlsx,20
19,M20,3.8,0.001,5.07,Dataset 20.xlsx,20
19,M21,4.17,0.0017,1.96,Dataset 21.xlsx,20
19,M22,4.32,0.0049,2.57,Dataset 22.xlsx,20
19,M23,2.19,0.0032,1.91,Dataset 23.xlsx,20
19,M24,5.36,0.0018,2.44,Dataset 24.xlsx,20
19,M25,5.27,0.0018,3.05,Dataset 25.xlsx,20
19,M26,3.39,0.0056,3.35,Dataset 26.xlsx,20
19,M27,5.97,0.0036,3.62,Dataset 27.xlsx,20
19,M28,3.95,0.0021,4.06,Dataset 28.xlsx,20
19,M29,6.06,0,2.63,Dataset 29.xlsx,20
19,M30,3.2,0,1.37,Dataset 30.xlsx,20
20,M01,1.36,0.0236,0.07,Dataset 01.xlsx,21
20,M02,0.93,0.0054,0.01,Dataset 02.xlsx,21
20,M03,1.38,0.0061,0.01,Dataset 03.xlsx,21
20,M04,1.38,0.0069,0,Dataset 04.xlsx,21
20,M05,1.32,0.0107,0.01,Dataset 05.xlsx,21
20,M06,1.44,0.0049,0.03,Dataset 06.xlsx,21
20,M07,1.38,0.0245,0,Dataset 07.xlsx,21
20,M08,0.92,0.0072,0.01,Dataset 08.xlsx,21
20,M09,0.93,0.0377,0,Dataset 09.xlsx,21
20,M10,1.37,0.007,0.01,Dataset 10.xlsx,21
20,M11,1.33,0,0,Dataset 11.xlsx,21
20,M12,0.93,0.0062,0,Dataset 12.xlsx,21
20,M13,1.27,0,0,Dataset 13.xlsx,21
20,M14,0.75,0.0081,0,Dataset 14.xlsx,21
20,M15,1.6,0.0044,0,Dataset 15.xlsx,21
20,M16,1.25,0.0041,0,Dataset 16.xlsx,21
20,M17,0.92,0.0184,0,Dataset 17.xlsx,21
20,M18,1.48,0.0048,0.03,Dataset 18.xlsx,21
20,M19,1.39,0.0059,0.02,Dataset 19.xlsx,21
20,M20,0.68,0.0036,0.08,Dataset 20.xlsx,21
20,M21,1.47,0.0144,0.04,Dataset 21.xlsx,21
20,M22,1.27,0.0045,0.05,Dataset 22.xlsx,21
20,M23,0.77,0.0184,0.03,Dataset 23.xlsx,21
20,M24,1.63,0.0037,0.04,Dataset 24.xlsx,21
20,M25,5.16,0.0068,2.97,Dataset 25.xlsx,21
20,M26,3.17,0.0023,3.06,Dataset 26.xlsx,21
20,M27,5.88,0.005,3.56,Dataset 27.xlsx,21
20,M28,3.83,0.0116,3.91,Dataset 28.xlsx,21
20,M29,4.89,0.007,1.93,Dataset 29.xlsx,21
20,M30,2.44,0.0013,0.81,Dataset 30.xlsx,21
21,M01,7.56,0.0009,4.95,Dataset 01.xlsx,22
21,M02,9.96,0.0006,9.88,Dataset 02.xlsx,22
21,M03,10.42,0.0007,6.67,Dataset 03.xlsx,22
21,M04,9.41,0.0006,5.8,Dataset 04.xlsx,22
21,M05,9.45,0,6.21,Dataset 05.xlsx,22
21,M06,13,0,8.29,Dataset 06.xlsx,22
21,M07,14.14,0,9.32,Dataset 07.xlsx,22
21,M08,18.44,0.0004,19.26,Dataset 08.xlsx,22
21,M09,16.96,0.0005,17.18,Dataset 09.xlsx,22
21,M10,20.28,0.0004,14.02,Dataset 10.xlsx,22
21,M11,19.12,0,13.43,Dataset 11.xlsx,22
21,M12,25.84,0.0005,26.43,Dataset 12.xlsx,22
21,M13,26.01,0,19.48,Dataset 13.xlsx,22
21,M14,21.9,0.0003,28.2,Dataset 14.xlsx,22
21,M15,26.48,0.0011,15.55,Dataset 15.xlsx,22
21,M16,53.73,0.0005,41.98,Dataset 16.xlsx,22
21,M17,7.33,0.0013,6.97,Dataset 17.xlsx,22
21,M18,9.98,0.0028,5.93,Dataset 18.xlsx,22
21,M19,8.69,0.0007,5.36,Dataset 19.xlsx,22
21,M20,10.71,0.0009,16.13,Dataset 20.xlsx,22
21,M21,8,0.0009,4.68,Dataset 21.xlsx,22
21,M22,19.09,0.0003,14.78,Dataset 22.xlsx,22
21,M23,15.69,0.0009,19.92,Dataset 23.xlsx,22
21,M24,19.99,0.0012,11.81,Dataset 24.xlsx,22
21,M25,14.48,0.0005,10.14,Dataset 25.xlsx,22
21,M26,12.99,0.0004,15.65,Dataset 26.xlsx,22
21,M27,16.89,0.0004,12.09,Dataset 27.xlsx,22
21,M28,14.59,0.0006,17.71,Dataset 28.xlsx,22
21,M29,16.97,0.0004,9.16,Dataset 29.xlsx,22
21,M30,10.46,0.0013,6.75,Dataset 30.xlsx,22
22,M01,5.7,0.0025,3.49,Dataset 01.xlsx,23
22,M02,7.35,0.0008,7.03,Dataset 02.xlsx,23
22,M03,6.51,0.0016,3.8,Dataset 03.xlsx,23
22,M04,5.99,0.0017,3.33,Dataset 04.xlsx,23
22,M05,5.93,0,3.53,Dataset 05.xlsx,23
22,M06,8.26,0,4.9,Dataset 06.xlsx,23
22,M07,8.36,0.0025,5.1,Dataset 07.xlsx,23
22,M08,10.96,0.0006,11.04,Dataset 08.xlsx,23
22,M09,9.62,0.0015,9.32,Dataset 09.xlsx,23
22,M10,12.91,0.0009,8.56,Dataset 10.xlsx,23
22,M11,11.8,0.0045,7.91,Dataset 11.xlsx,23
22,M12,13.48,0.0009,13.31,Dataset 12.xlsx,23
22,M13,13.72,0.0043,9.8,Dataset 13.xlsx,23
22,M14,10.53,0.0016,13.04,Dataset 14.xlsx,23
22,M15,14.02,0.0036,7.76,Dataset 15.xlsx,23
22,M16,25.64,0.0004,19.51,Dataset 16.xlsx,23
22,M17,4.57,0.0022,3.97,Dataset 17.xlsx,23
22,M18,6.54,0.0076,3.54,Dataset 18.xlsx,23
22,M19,5.31,0.0019,2.89,Dataset 19.xlsx,23
22,M20,6.65,0.0026,9.63,Dataset 20.xlsx,23
22,M21,5.23,0.0014,2.71,Dataset 21.xlsx,23
22,M22,10.12,0.0016,7.36,Dataset 22.xlsx,23
22,M23,8.2,0.0032,9.93,Dataset 23.xlsx,23
22,M24,10.3,0.0041,5.6,Dataset 24.xlsx,23
22,M25,11.07,0.0007,7.52,Dataset 25.xlsx,23
22,M26,9.19,0.0015,10.78,Dataset 26.xlsx,23
22,M27,10.83,0.0009,7.4,Dataset 27.xlsx,23
22,M28,8.77,0.0009,10.24,Dataset 28.xlsx,23
22,M29,10.8,0,5.47,Dataset 29.xlsx,23
22,M30,6.52,0.0012,3.83,Dataset 30.xlsx,23
23,M01,6.74,0.0021,4.31,Dataset 01.xlsx,24
23,M02,8.97,0.0006,8.8,Dataset 02.xlsx,24
23,M03,8.72,0.0009,5.42,Dataset 03.xlsx,24
23,M04,8.05,0.0007,4.82,Dataset 04.xlsx,24
23,M05,7.99,0,5.1,Dataset 05.xlsx,24
23,M06,10.99,0.0013,6.85,Dataset 06.xlsx,24
23,M07,11.69,0,7.53,Dataset 07.xlsx,24
23,M08,15.81,0.0004,16.37,Dataset 08.xlsx,24
23,M09,14.69,0.0011,14.75,Dataset 09.xlsx,24
23,M10,17.59,0.0005,12.03,Dataset 10.xlsx,24
23,M11,16.76,0.0004,11.65,Dataset 11.xlsx,24
23,M12,21.59,0.0008,21.92,Dataset 12.xlsx,24
23,M13,21.04,0.0004,15.57,Dataset 13.xlsx,24
23,M14,17.33,0.0004,22.11,Dataset 14.xlsx,24
23,M15,21.47,0,12.42,Dataset 15.xlsx,24
23,M16,46.65,0.0003,36.32,Dataset 16.xlsx,24
23,M17,6.41,0.0037,5.96,Dataset 17.xlsx,24
23,M18,8.66,0,5.01,Dataset 18.xlsx,24
23,M19,7.26,0.0008,4.32,Dataset 19.xlsx,24
23,M20,9.53,0,14.24,Dataset 20.xlsx,24
23,M21,7.02,0.001,3.98,Dataset 21.xlsx,24
23,M22,15.98,0.0004,12.21,Dataset 22.xlsx,24
23,M23,13.25,0.0005,16.66,Dataset 23.xlsx,24
23,M24,16.5,0,9.58,Dataset 24.xlsx,24
23,M25,13.2,0.0007,9.15,Dataset 25.xlsx,24
23,M26,11.77,0.0004,14.09,Dataset 26.xlsx,24
23,M27,14.5,0.001,10.24,Dataset 27.xlsx,24
23,M28,12.31,0.0007,14.78,Dataset 28.xlsx,24
23,M29,14.54,0.001,7.71,Dataset 29.xlsx,24
23,M30,8.75,0.0012,5.48,Dataset 30.xlsx,24
24,M25,12.53,0.0018,8.64,Dataset 25.xlsx,25
24,M26,11.11,0.002,13.24,Dataset 26.xlsx,25
24,M27,13.27,0,9.29,Dataset 27.xlsx,25
24,M28,11.26,0.0022,13.44,Dataset 28.xlsx,25
24,M29,13.1,0.0025,6.84,Dataset 29.xlsx,25
24,M30,7.87,0.0097,4.83,Dataset 30.xlsx,25
25,M01,1.27,0.0111,0,Dataset 01.xlsx,25
25,M02,0.9,0.0055,0,Dataset 02.xlsx,25
25,M03,1.35,0.0041,0,Dataset 03.xlsx,25
25,M04,1.36,0.0092,0,Dataset 04.xlsx,25
25,M05,1.35,0.0053,0.03,Dataset 05.xlsx,25
25,M06,1.43,0.005,0.02,Dataset 06.xlsx,25
25,M07,1.35,0.0052,0,Dataset 07.xlsx,25
25,M08,0.9,0.0073,0,Dataset 08.xlsx,25
25,M09,0.91,0.0087,0,Dataset 09.xlsx,25
25,M10,1.35,0.0047,0,Dataset 10.xlsx,25
25,M11,1.32,0.0107,0,Dataset 11.xlsx,25
25,M12,0.9,0.0056,0,Dataset 12.xlsx,25
25,M13,1.27,0.0125,0,Dataset 13.xlsx,25
25,M14,0.75,0.0081,0,Dataset 14.xlsx,25
25,M15,1.6,0.0354,0,Dataset 15.xlsx,25
25,M16,1.25,0.0052,0,Dataset 16.xlsx,25
25,M17,0.9,0.0188,0,Dataset 17.xlsx,25
25,M18,1.44,0.0098,0,Dataset 18.xlsx,25
25,M19,1.36,0.006,0,Dataset 19.xlsx,25
25,M20,0.59,0.0328,0,Dataset 20.xlsx,25
25,M21,1.4,0.0101,0,Dataset 21.xlsx,25
25,M22,1.23,0.0046,0.02,Dataset 22.xlsx,25
25,M23,0.75,0.0094,0,Dataset 23.xlsx,25
25,M24,1.56,0.031,0,Dataset 24.xlsx,25
25,M25,3.54,0.0042,1.72,Dataset 25.xlsx,26
25,M26,2.02,0.0023,1.59,Dataset 26.xlsx,26
25,M27,3.76,0.0043,1.91,Dataset 27.xlsx,26
25,M28,2.17,0.0076,1.78,Dataset 28.xlsx,26
25,M29,4.98,0.0034,1.98,Dataset 29.xlsx,26
25,M30,2.55,0,0.89,Dataset 30.xlsx,26
26,M01,6.01,0.0019,3.73,Dataset 01.xlsx,26
26,M02,7.68,0.0014,7.39,Dataset 02.xlsx,26
26,M03,6.93,0.0015,4.1,Dataset 03.xlsx,26
26,M04,6.17,0.0016,3.46,Dataset 04.xlsx,26
26,M05,6.13,0,3.68,Dataset 05.xlsx,26
26,M06,8.8,0,5.29,Dataset 06.xlsx,26
26,M07,8.87,0,5.47,Dataset 07.xlsx,26
26,M08,11.64,0.0006,11.79,Dataset 08.xlsx,26
26,M09,9.77,0.0016,9.47,Dataset 09.xlsx,26
26,M10,13.65,0.0009,9.11,Dataset 10.xlsx,26
26,M11,12.19,0.0006,8.2,Dataset 11.xlsx,26
26,M12,14.43,0.0017,14.31,Dataset 12.xlsx,26
26,M13,14.56,0.0005,10.46,Dataset 13.xlsx,26
26,M14,11.23,0.0024,13.97,Dataset 14.xlsx,26
26,M15,14.69,0.001,8.18,Dataset 15.xlsx,26
26,M16,27.4,0.0003,20.92,Dataset 16.xlsx,26
26,M17,3.25,0.003,2.53,Dataset 17.xlsx,26
26,M18,5.6,0.0101,2.89,Dataset 18.xlsx,26
26,M19,5.33,0.0076,2.91,Dataset 19.xlsx,26
26,M20,5.24,0.0009,7.38,Dataset 20.xlsx,26
26,M21,4.48,0.0016,2.18,Dataset 21.xlsx,26
26,M22,7.46,0.0033,5.17,Dataset 22.xlsx,26
26,M23,6.34,0.0081,7.46,Dataset 23.xlsx,26
26,M24,7.26,0.0017,3.65,Dataset 24.xlsx,26
26,M25,12.08,0.0008,8.29,Dataset 25.xlsx,27
26,M26,10.36,0.0021,12.28,Dataset 26.xlsx,27
26,M27,12.32,0.0007,8.55,Dataset 27.xlsx,27
26,M28,10.07,0.0008,11.91,Dataset 28.xlsx,27
26,M29,12.16,0.0013,6.28,Dataset 29.xlsx,27
26,M30,7.37,0,4.46,Dataset 30.xlsx,27
27,M25,15.65,0.002,11.04,Dataset 25.xlsx,28
27,M26,14.42,0.002,17.49,Dataset 26.xlsx,28
27,M27,19.69,0.0005,14.26,Dataset 27.xlsx,28
27,M28,17.86,0.0014,21.9,Dataset 28.xlsx,28
27,M29,19.79,0.0004,10.85,Dataset 29.xlsx,28
27,M30,12.54,0.0012,8.29,Dataset 30.xlsx,28
28,M01,5.49,0.0039,3.32,Dataset 01.xlsx,27
28,M02,7.2,0.0007,6.87,Dataset 02.xlsx,27
28,M03,6.27,0.0012,3.62,Dataset 03.xlsx,27
28,M04,5.8,0.0021,3.19,Dataset 04.xlsx,27
28,M05,5.65,0,3.31,Dataset 05.xlsx,27
28,M06,7.93,0.0009,4.66,Dataset 06.xlsx,27
28,M07,8.08,0,4.9,Dataset 07.xlsx,27
28,M08,10.85,0.0006,10.92,Dataset 08.xlsx,27
28,M09,9.55,0.0016,9.25,Dataset 09.xlsx,27
28,M10,12.65,0.0007,8.37,Dataset 10.xlsx,27
28,M11,11.52,0.0006,7.69,Dataset 11.xlsx,27
28,M12,13.51,0.0006,13.34,Dataset 12.xlsx,27
28,M13,13.34,0.0006,9.5,Dataset 13.xlsx,27
28,M14,10.44,0.0027,12.92,Dataset 14.xlsx,27
28,M15,13.56,0.001,7.48,Dataset 15.xlsx,27
28,M16,25.79,0.0003,19.63,Dataset 16.xlsx,27
28,M17,4.31,0.0039,3.68,Dataset 17.xlsx,27
28,M18,6.32,0.0022,3.39,Dataset 18.xlsx,27
28,M19,5.31,0.0019,2.89,Dataset 19.xlsx,27
28,M20,7.01,0.0007,10.22,Dataset 20.xlsx,27
28,M21,5.29,0.0145,2.75,Dataset 21.xlsx,27
28,M22,10.68,0.0025,7.83,Dataset 22.xlsx,27
28,M23,8.87,0,10.83,Dataset 23.xlsx,27
28,M24,10.75,0.0011,5.89,Dataset 24.xlsx,27
28,M25,10.8,0.0071,7.31,Dataset 25.xlsx,29
28,M26,9.05,0.0026,10.6,Dataset 26.xlsx,29
28,M27,10.46,0,7.11,Dataset 27.xlsx,29
28,M28,8.58,0.0104,10,Dataset 28.xlsx,29
28,M29,10.34,0.0027,5.19,Dataset 29.xlsx,29
28,M30,6.28,0.0012,3.65,Dataset 30.xlsx,29
29,M01,6.27,0.0034,3.94,Dataset 01.xlsx,28
29,M02,8.27,0.0006,8.04,Dataset 02.xlsx,28
29,M03,7.64,0.0007,4.62,Dataset 03.xlsx,28
29,M04,7,0.0007,4.07,Dataset 04.xlsx,28
29,M05,6.97,0,4.32,Dataset 05.xlsx,28
29,M06,9.69,0,5.92,Dataset 06.xlsx,28
29,M07,10.05,0.0007,6.34,Dataset 07.xlsx,28
29,M08,13.78,0.0005,14.14,Dataset 08.xlsx,28
29,M09,12.58,0.0021,12.49,Dataset 09.xlsx,28
29,M10,15.62,0.0004,10.57,Dataset 10.xlsx,28
29,M11,14.68,0,10.08,Dataset 11.xlsx,28
29,M12,18.26,0.0008,18.39,Dataset 12.xlsx,28
29,M13,17.68,0,12.92,Dataset 13.xlsx,28
29,M14,14.34,0.0004,18.12,Dataset 14.xlsx,28
29,M15,17.83,0,10.14,Dataset 15.xlsx,28
29,M16,38.9,0.0008,30.12,Dataset 16.xlsx,28
29,M17,5.63,0.0017,5.12,Dataset 17.xlsx,28
29,M18,7.61,0.0037,4.28,Dataset 18.xlsx,28
29,M19,6.5,0.0009,3.76,Dataset 19.xlsx,28
29,M20,8.66,0,12.86,Dataset 20.xlsx,28
29,M21,6.35,0,3.5,Dataset 21.xlsx,28
29,M22,13.9,0.0004,10.49,Dataset 22.xlsx,28
29,M23,11.55,0.0005,14.4,Dataset 23.xlsx,28
29,M24,14.28,0,8.15,Dataset 24.xlsx,28
29,M25,12.36,0.0002,8.51,Dataset 25.xlsx,30
29,M26,10.8,0.0005,12.85,Dataset 26.xlsx,30
29,M27,12.88,0.0009,8.98,Dataset 27.xlsx,30
29,M28,10.71,0,12.73,Dataset 28.xlsx,30
29,M29,12.75,0.0006,6.63,Dataset 29.xlsx,30
29,M30,7.66,0.0012,4.67,Dataset 30.xlsx,30
30,M01,6.77,0.0017,4.33,Dataset 01.xlsx,29
30,M02,8.81,0,8.63,Dataset 02.xlsx,29
30,M03,8.45,0.0006,5.22,Dataset 03.xlsx,29
30,M04,7.62,0.0023,4.51,Dataset 04.xlsx,29
30,M05,7.99,0.0009,5.1,Dataset 05.xlsx,29
30,M06,10.77,0.0013,6.69,Dataset 06.xlsx,29
30,M07,11.12,0,7.12,Dataset 07.xlsx,29
30,M08,14.83,0.0004,15.3,Dataset 08.xlsx,29
30,M09,13.35,0.0011,13.32,Dataset 09.xlsx,29
30,M10,16.9,0.0004,11.52,Dataset 10.xlsx,29
30,M11,16.37,0.0004,11.35,Dataset 11.xlsx,29
30,M12,19.62,0.0005,19.83,Dataset 12.xlsx,29
30,M13,19.61,0.0004,14.44,Dataset 13.xlsx,29
30,M14,15.94,0.0022,20.25,Dataset 14.xlsx,29
30,M15,20.15,0.001,11.59,Dataset 15.xlsx,29
30,M16,41.7,0.0001,32.36,Dataset 16.xlsx,29
30,M17,4.98,0.0048,4.41,Dataset 17.xlsx,29
30,M18,6.82,0.0021,3.73,Dataset 18.xlsx,29
30,M19,5.59,0.0018,3.1,Dataset 19.xlsx,29
30,M20,6.13,0.0011,8.81,Dataset 20.xlsx,29
30,M21,4.88,0.0043,2.46,Dataset 21.xlsx,29
30,M22,9.12,0.0036,6.54,Dataset 22.xlsx,29
30,M23,9.03,0.0045,11.04,Dataset 23.xlsx,29
30,M24,8.97,0.0019,4.75,Dataset 24.xlsx,29
30,M25,13.49,0.0016,9.38,Dataset 25.xlsx,31
30,M26,12.02,0.0024,14.41,Dataset 26.xlsx,31
30,M27,14.98,0.0005,10.61,Dataset 27.xlsx,31
30,M28,12.73,0.0019,15.32,Dataset 28.xlsx,31
30,M29,15.02,0.0024,7.99,Dataset 29.xlsx,31
30,M30,9.04,0.0023,5.7,Dataset 30.xlsx,31
31,M01,5.14,0.0048,3.05,Dataset 01.xlsx,30
31,M02,6.63,0.0015,6.24,Dataset 02.xlsx,30
31,M03,6.09,0.0018,3.48,Dataset 03.xlsx,30
31,M04,5.48,0.0025,2.96,Dataset 04.xlsx,30
31,M05,5.27,0.0013,3.02,Dataset 05.xlsx,30
31,M06,7.11,0.001,4.08,Dataset 06.xlsx,30
31,M07,7.64,0.0019,4.57,Dataset 07.xlsx,30
31,M08,8.38,0.0008,8.2,Dataset 08.xlsx,30
31,M09,6.26,0.0015,5.71,Dataset 09.xlsx,30
31,M10,10.92,0.0012,7.09,Dataset 10.xlsx,30
31,M11,8.62,0.0016,5.51,Dataset 11.xlsx,30
31,M12,9.09,0.0011,8.65,Dataset 12.xlsx,30
31,M13,7.9,0.002,5.22,Dataset 13.xlsx,30
31,M14,7.85,0.0026,9.47,Dataset 14.xlsx,30
31,M15,6.17,0.0032,2.86,Dataset 15.xlsx,30
31,M16,12.51,0.001,9.01,Dataset 16.xlsx,30
31,M17,3.87,0.0044,3.21,Dataset 17.xlsx,30
31,M18,6.03,0,3.19,Dataset 18.xlsx,30
31,M19,5.01,0.0066,2.67,Dataset 19.xlsx,30
31,M20,6.06,0.0011,8.7,Dataset 20.xlsx,30
31,M21,5.05,0.0014,2.58,Dataset 21.xlsx,30
31,M22,9.31,0.0021,6.69,Dataset 22.xlsx,30
31,M23,6.95,0.0041,8.27,Dataset 23.xlsx,30
31,M24,9.92,0.0017,5.36,Dataset 24.xlsx,30
31,M25,8.81,0.0011,5.78,Dataset 25.xlsx,32
31,M26,6.03,0.0028,6.73,Dataset 26.xlsx,32
31,M27,8.64,0.0035,5.7,Dataset 27.xlsx,32
31,M28,6.37,0.0013,7.17,Dataset 28.xlsx,32
31,M29,9.51,0.0007,4.69,Dataset 29.xlsx,32
31,M30,5.4,0.0023,3,Dataset 30.xlsx,32
32,M01,3.62,0.0039,1.85,Dataset 01.xlsx,31
32,M02,3.04,0.0043,2.32,Dataset 02.xlsx,31
32,M03,4.02,0.0016,1.96,Dataset 03.xlsx,31
32,M04,3.21,0.0055,1.32,Dataset 04.xlsx,31
32,M05,2.76,0.0026,1.1,Dataset 05.xlsx,31
32,M06,5.05,0.0028,2.61,Dataset 06.xlsx,31
32,M07,4.19,0.0152,2.05,Dataset 07.xlsx,31
32,M08,3.05,0.0022,2.35,Dataset 08.xlsx,31
32,M09,2.21,0.0103,1.37,Dataset 09.xlsx,31
