compound_id,name,source_smiles,source_inchi,source_formula,inchi_connectivity_matches,source_inchikey,generated_inchikey,canonical_smiles,group_parent_key,compound_group,rdkit_formula,fragment_count,mol_MolWt,mol_MolLogP,mol_TPSA,mol_NumHDonors,mol_NumHAcceptors,mol_NumRotatableBonds,mol_RingCount,mol_NumAromaticRings,mol_NumAliphaticRings,mol_FractionCSP3,mol_HeavyAtomCount,mol_NHOHCount,mol_NOCount,mol_LabuteASA,mol_BertzCT,mol_BalabanJ,mol_Chi0v,mol_Chi1v,mol_Kappa1,mol_Kappa2,mol_FormalCharge
39,Dichlorvos,COP(=O)(OC)OC=C(Cl)Cl,"InChI=1S/C4H7Cl2O4P/c1-8-11(7,9-2)10-3-4(5)6/h3H,1-2H3",C4H7Cl2O4P,True,OEBRKCOSUFCWJD-UHFFFAOYSA-N,OEBRKCOSUFCWJD-UHFFFAOYSA-N,COP(=O)(OC)OC=C(Cl)Cl,[CH3]-[O]-[P](=[O])(-[O]-[CH3])-[O]-[CH]=[C](-[Cl])-[Cl]_0_0,32b4a6a7cbc6bc4e42d3e216,C4H7Cl2O4P,1,220.976,2.6804,44.76,0,4,4,0,0,0,0.5,11,0,4,74.6412531556,180.531079562,4.10254190931,8.3197710556,4.66565762497,11.27,5.01173461849,0
40,Monocrotophos,C/C(=C\C(=O)NC)/OP(=O)(OC)OC ,"InChI=1S/C7H14NO5P/c1-6(5-7(9)8-2)13-14(10,11-3)12-4/h5H,1-4H3,(H,8,9)/b6-5+",C7H14NO5P,True,KRTSDMXIXPKRQR-AATRIKPKSA-N,KRTSDMXIXPKRQR-AATRIKPKSA-N,CNC(=O)/C=C(\C)OP(=O)(OC)OC,[CH3]-[N]:[C](:[O])-[CH]=[C](-[CH3])-[O]-[P](=[O])(-[O]-[CH3])-[O]-[CH3]_1_0,be488e74b9d5fd8fc60a7d96,C7H14NO5P,1,223.165,1.0537,73.86,1,5,5,0,0,0,0.571428571429,14,1,6,82.8409313287,267.253719615,4.44286476235,9.46023250801,5.2429853706,13.16,5.79934908342,0
41,Mepanipyrim,CC#CC1=NC(=NC(=C1)C)NC2=CC=CC=C2,"InChI=1S/C14H13N3/c1-3-7-13-10-11(2)15-14(17-13)16-12-8-5-4-6-9-12/h4-6,8-10H,1-2H3,(H,15,16,17)",C14H13N3,True,CIFWZNRJIBNXRE-UHFFFAOYSA-N,CIFWZNRJIBNXRE-UHFFFAOYSA-N,CC#Cc1cc(C)nc(Nc2ccccc2)n1,[C]:[C]1:[C]:[C](:[C]:[C]-[CH3]):[N]:[C](:[N]:[C]2:[C]:[C]:[C]:[C]:[C]:2):[N]:1_10_0,6ac21347055592346af2da3c,C14H13N3,1,223.279,2.90002,37.81,1,3,2,2,2,0,0.142857142857,17,1,3,100.936649321,565.011460628,2.28933304894,9.85852880614,5.38246106271,11.1545448377,5.12929262695,0
42,Mevinphos,C/C(=C\C(=O)OC)/OP(=O)(OC)OC,"InChI=1S/C7H13O6P/c1-6(5-7(8)10-2)13-14(9,11-3)12-4/h5H,1-4H3/b6-5+",C7H13O6P,True,GEPDYQSQVLXLEU-AATRIKPKSA-N,GEPDYQSQVLXLEU-AATRIKPKSA-N,COC(=O)/C=C(\C)OP(=O)(OC)OC,[CH3]-[O]-[C](=[O])-[CH]=[C](-[CH3])-[O]-[P](=[O])(-[O]-[CH3])-[O]-[CH3]_0_0,f1ade222212d6fb05f2db5bc,C7H13O6P,1,224.149,1.4807,71.06,0,6,5,0,0,0,0.571428571429,14,0,6,82.4046143746,263.353585085,4.44286476235,9.36848079847,5.1053578063,13.16,5.79934908342,0
43,Tripropyl phosphate,CCCOP(=O)(OCCC)OCCC,"InChI=1S/C9H21O4P/c1-4-7-11-14(10,12-8-5-2)13-9-6-3/h4-9H2,1-3H3",C9H21O4P,True,RXPQRKFMDQNODS-UHFFFAOYSA-N,RXPQRKFMDQNODS-UHFFFAOYSA-N,CCCOP(=O)(OCCC)OCCC,[CH3]-[CH2]-[CH2]-[O]-[P](=[O])(-[O]-[CH2]-[CH2]-[CH3])-[O]-[CH2]-[CH2]-[CH3]_0_0,7f4d6eb0a9092987a5326f08,C9H21O4P,1,224.237,3.3743,44.76,0,4,9,0,0,0,1,14,0,4,86.549034306,143.665564394,3.96594588508,10.2172746355,6.67823597736,14.11,8.42096862584,0
44,Triisopropyl phosphate,CC(C)OP(=O)(OC(C)C)OC(C)C,"InChI=1S/C9H21O4P/c1-7(2)11-14(10,12-8(3)4)13-9(5)6/h7-9H,1-6H3",C9H21O4P,True,OXFUXNFMHFCELM-UHFFFAOYSA-N,OXFUXNFMHFCELM-UHFFFAOYSA-N,CC(C)OP(=O)(OC(C)C)OC(C)C,[CH3]-[CH](-[CH3])-[O]-[P](=[O])(-[O]-[CH](-[CH3])-[CH3])-[O]-[CH](-[CH3])-[CH3]_0_0,65c9c71adb0caffb8e14eb12,C9H21O4P,1,224.237,3.3695,44.76,0,4,6,0,0,0,1,14,0,4,86.549034306,167.704422601,4.41455776373,10.7066847559,6.36209862634,14.11,5.86211153632,0
45,Bisphenol A,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,"InChI=1S/C15H16O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12/h3-10,16-17H,1-2H3",C15H16O2,True,IISBACLAFKSPIT-UHFFFAOYSA-N,IISBACLAFKSPIT-UHFFFAOYSA-N,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,[CH3]-[C](-[CH3])(-[C]1:[C]:[C]:[C](:[O]):[C]:[C]:1)-[C]1:[C]:[C]:[C](:[O]):[C]:[C]:1_10_0,5972a1e082e61d9bdf0a2a0b,C15H16O2,1,228.291,3.4237,40.46,2,2,2,2,2,0,0.2,17,2,2,101.171791173,447.949958454,2.41258078149,10.0132293445,5.58994800559,11.5232059502,4.1309825831,0
46,Dimethoate,CNC(=O)CSP(=S)(OC)OC,"InChI=1S/C5H12NO3PS2/c1-6-5(7)4-12-10(11,8-2)9-3/h4H2,1-3H3,(H,6,7)",C5H12NO3PS2,True,MCWXGJITAZMZEV-UHFFFAOYSA-N,MCWXGJITAZMZEV-UHFFFAOYSA-N,CNC(=O)CSP(=S)(OC)OC,[CH3]-[N]:[C](:[O])-[CH2]-[S]-[P](=[S])(-[O]-[CH3])-[O]-[CH3]_1_0,48a128edcc71ac31928f1701,C5H12NO3PS2,1,229.263,0.9829,47.56,1,5,5,0,0,0,0.8,12,1,4,81.3024467217,191.132353789,3.8925006371,9.72298218186,7.37197998058,12.39,5.9379048119,0
47,Propazine,CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,"InChI=1S/C9H16ClN5/c1-5(2)11-8-13-7(10)14-9(15-8)12-6(3)4/h5-6H,1-4H3,(H2,11,12,13,14,15)",C9H16ClN5,True,WJNRPILHGGKWCK-UHFFFAOYSA-N,WJNRPILHGGKWCK-UHFFFAOYSA-N,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,[CH3]-[CH](-[CH3])-[N]:[C]1:[N]:[C](-[Cl]):[N]:[C](:[N]-[CH](-[CH3])-[CH3]):[N]:1_2_0,56fa096b85beceab80fd1c4e,C9H16ClN5,1,229.715,2.1656,62.73,2,5,4,1,1,0,0.666666666667,15,2,5,94.6829903428,298.028784395,2.84363643648,10.1302347439,5.29533884196,11.971942446,5.11399176955,0
48,PF4OPeA,C(=O)(C(C(OC(F)(F)F)(F)F)(F)F)O,"InChI=1S/C4HF7O3/c5-2(6,1(12)13)3(7,8)14-4(9,10)11/h(H,12,13)",C4HF7O3,True,AGIMOOYNBDLMJV-UHFFFAOYSA-N,AGIMOOYNBDLMJV-UHFFFAOYSA-N,O=C(O)C(F)(F)C(F)(F)OC(F)(F)F,[O]:[C](:[O])-[C](-[F])(-[F])-[C](-[F])(-[F])-[O]-[C](-[F])(-[F])-[F]_1_0,abc7a286c25bfc8ab683f22c,C4HF7O3,1,230.035,1.8355,46.53,1,2,3,0,0,0,0.75,14,1,3,71.0621262732,231.579631437,4.86824957957,5.90946148749,2.65885488898,12.94,3.25900942247,0
49,Nalidixic acid,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,"InChI=1S/C12H12N2O3/c1-3-14-6-9(12(16)17)10(15)8-5-4-7(2)13-11(8)14/h4-6H,3H2,1-2H3,(H,16,17)",C12H12N2O3,True,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,[C]:[C]1:[C]:[C]:[C]2:[C](:[O]):[C](:[C](:[O]):[O]):[C]:[N](-[CH2]-[CH3]):[C]:2:[N]:1_7_0,dddb83856cd5a1813573467f,C12H12N2O3,1,232.239,1.42302,72.19,1,3,2,2,2,0,0.25,17,1,5,97.3393815096,658.583707611,2.94674397276,9.59729495618,5.28356765553,11.3194071525,4.00892016978,0
50,2-NP-AOZ,C1COC(=O)N1/N=C/C2=CC=CC=C2[N+](=O)[O-],"InChI=1S/C10H9N3O4/c14-10-12(5-6-17-10)11-7-8-3-1-2-4-9(8)13(15)16/h1-4,7H,5-6H2/b11-7-",C10H9N3O4,True,OHYXOGZWSSNLON-XFFZJAGNSA-N,OHYXOGZWSSNLON-YRNVUSSQSA-N,O=C1OCCN1/N=C/c1ccccc1[N+](=O)[O-],[O]=[C]1-[O]-[CH2]-[CH2]-[N]-1-[N]:[C]:[C]1:[C]:[C]:[C]:[C]:[C]:1-[N+](=[O])-[O-]_5_0,efb9d8ba36a7795e51cebaf2,C10H9N3O4,1,235.199,1.3809,85.04,0,5,3,2,1,1,0.2,17,0,7,96.4386756519,486.194283765,2.20486585812,8.77559885668,4.89973745178,11.0576176473,4.6019453327,0
51,Carbamazepine,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,"InChI=1S/C15H12N2O/c16-15(18)17-13-7-3-1-5-11(13)9-10-12-6-2-4-8-14(12)17/h1-10H,(H2,16,18)",C15H12N2O,True,FFGPTBGBLSHEPO-UHFFFAOYSA-N,FFGPTBGBLSHEPO-UHFFFAOYSA-N,NC(=O)N1c2ccccc2C=Cc2ccccc21,[N]:[C](:[O]):[N]1:[C]2:[C]:[C]:[C]:[C]:[C]:2-[CH]=[CH]-[C]2:[C]:[C]:[C]:[C]:[C]:2:1_10_0,8462267483bc8dc0c5eb0740,C15H12N2O,1,236.274,3.3872,46.33,1,1,0,3,2,1,0,18,2,3,105.14913595,596.94679065,2.30525078958,9.70631484705,5.72900381398,10.5943255802,4.03586696825,0
52,Pirimicarb,CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,InChI=1S/C11H18N4O2/c1-7-8(2)12-10(14(3)4)13-9(7)17-11(16)15(5)6/h1-6H3,C11H18N4O2,True,YFGYUFNIOHWBOB-UHFFFAOYSA-N,YFGYUFNIOHWBOB-UHFFFAOYSA-N,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,[C]:[C]1:[N]:[C](:[N](-[CH3])-[CH3]):[N]:[C](:[O]-[C](=[O])-[N](-[CH3])-[CH3]):[C]:1-[CH3]_3_0,f6d2fa1644935d0595348077,C11H18N4O2,1,238.291,1.21984,58.56,0,5,2,1,1,0,0.545454545455,17,0,6,101.220028552,429.724761911,3.09733777707,11.1053509629,5.2428676042,13.2160066007,4.98724248276,0
53,Salbutamol,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,"InChI=1S/C13H21NO3/c1-13(2,3)14-7-12(17)9-4-5-11(16)10(6-9)8-15/h4-6,12,14-17H,7-8H2,1-3H3",C13H21NO3,True,NDAUXUAQIAJITI-UHFFFAOYSA-N,NDAUXUAQIAJITI-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,[CH3]-[C](-[CH3])(-[CH3])-[NH]-[CH2]-[CH](-[OH])-[C]1:[C]:[C]:[C](:[O]):[C](-[CH2]-[OH]):[C]:1_4_0,de76339ba27df16100871511,C13H21NO3,1,239.315,1.306,72.72,4,4,4,1,1,0,0.538461538462,17,4,4,101.91856136,371.417591152,2.72020586614,10.5652554256,5.69009753147,13.9628930818,5.489653134,0
54,Methacrifos,C/C(=C\OP(=S)(OC)OC)/C(=O)OC,"InChI=1S/C7H13O5PS/c1-6(7(8)9-2)5-12-13(14,10-3)11-4/h5H,1-4H3/b6-5+",C7H13O5PS,True,NTAHCMPOMKHKEU-AATRIKPKSA-N,NTAHCMPOMKHKEU-AATRIKPKSA-N,COC(=O)/C(C)=C/OP(=S)(OC)OC,[CH3]-[O]-[C](=[O])-[C](-[CH3])=[CH]-[O]-[P](=[S])(-[O]-[CH3])-[O]-[CH3]_0_0,1fbd74bab3e102b26979a15d,C7H13O5PS,1,240.217,1.5971,53.99,0,6,5,0,0,0,0.571428571429,14,0,5,88.2349318033,267.253719615,4.40958042288,10.1849773794,6.19370590188,13.58,6.13661260024,0
55,Bentazone,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O,"InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3",C10H12N2O3S,True,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,[CH3]-[CH](-[CH3])-[N]1:[C](:[O]):[C]2:[C]:[C]:[C]:[C]:[C]:2:[N]-[S]-1(=[O])=[O]_5_0,d9401cbf16b2cebc83fd68dc,C10H12N2O3S,1,240.284,1.2075,66.48,1,3,1,2,1,1,0.3,16,1,5,94.2527117805,536.750053143,2.60655590052,9.78345468423,6.3280756335,10.9413557411,3.4820710327,0
56,Bisphenol B,CCC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,"InChI=1S/C16H18O2/c1-3-16(2,12-4-8-14(17)9-5-12)13-6-10-15(18)11-7-13/h4-11,17-18H,3H2,1-2H3",C16H18O2,True,HTVITOHKHWFJKO-UHFFFAOYSA-N,HTVITOHKHWFJKO-UHFFFAOYSA-N,CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,[CH3]-[CH2]-[C](-[CH3])(-[C]1:[C]:[C]:[C](:[O]):[C]:[C]:1)-[C]1:[C]:[C]:[C](:[O]):[C]:[C]:1_10_0,780c412e404e2d3c20298ba1,C16H18O2,1,242.318,3.8138,40.46,2,2,3,2,2,0,0.25,18,2,2,107.536733288,466.298153483,2.46926300291,10.7203361257,6.15060817737,12.4957076418,4.7283912258,0
57,Ethoprophos,CCCSP(=O)(OCC)SCCC,"InChI=1S/C8H19O2PS2/c1-4-7-12-11(9,10-6-3)13-8-5-2/h4-8H2,1-3H3",C8H19O2PS2,True,VJYFKVYYMZPMAB-UHFFFAOYSA-N,VJYFKVYYMZPMAB-UHFFFAOYSA-N,CCCSP(=O)(OCC)SCCC,[CH3]-[CH2]-[CH2]-[S]-[P](=[O])(-[O]-[CH2]-[CH3])-[S]-[CH2]-[CH2]-[CH3]_0_0,7b782a00d24f8ce3c9b9fbce,C8H19O2PS2,1,242.346,4.4174,26.3,0,4,8,0,0,0,1,13,0,2,89.5270505133,152.223016388,3.9208737295,11.1431610161,9.52382674576,13.89,8.21915614439,0
58,Biotin,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/t6-,7-,9-/m0/s1",C10H16N2O3S,True,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,YBJHBAHKTGYVGT-ZKWXMUAHSA-N,O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,[O]:[C](:[O])-[CH2]-[CH2]-[CH2]-[CH2]-[CH]1-[S]-[CH2]-[CH]2-[N]:[C](:[O]):[N]-[CH]-2-1_3_0,4b6408684e7ec1b4fb4f8f15,C10H16N2O3S,1,244.316,0.7968,78.43,3,3,5,2,0,2,0.8,16,3,5,98.3521800952,297.788729266,1.70304065439,9.75603976132,6.61905418056,11.571752541,4.94764868646,0
59,Fonofos,CCOP(=S)(CC)SC1=CC=CC=C1,"InChI=1S/C10H15OPS2/c1-3-11-12(13,4-2)14-10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3",C10H15OPS2,True,KVGLBTYUCJYMND-UHFFFAOYSA-N,KVGLBTYUCJYMND-UHFFFAOYSA-N,CCOP(=S)(CC)Sc1ccccc1,[CH3]-[CH2]-[O]-[P](=[S])(-[CH2]-[CH3])-[S]-[c]1:[cH]:[cH]:[cH]:[cH]:[cH]:1_0_0,04a0361057ad06d2bb92ffcf,C10H15OPS2,1,246.337,4.1446,9.23,0,3,5,1,1,0,0.4,14,0,1,95.082999042,313.157853912,2.70548835121,11.0003437281,9.00868593577,12.2505218618,5.91591913647,0
60,Paraoxon-methyl,COP(=O)(OC)OC1=CC=C(C=C1)[N+](=O)[O-],"InChI=1S/C8H10NO6P/c1-13-16(12,14-2)15-8-5-3-7(4-6-8)9(10)11/h3-6H,1-2H3",C8H10NO6P,True,BAFQDKPJKOLXFZ-UHFFFAOYSA-N,BAFQDKPJKOLXFZ-UHFFFAOYSA-N,COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,[CH3]-[O]-[P](=[O])(-[O]-[CH3])-[O]-[c]1:[cH]:[cH]:[c](-[N+](=[O])-[O-]):[cH]:[cH]:1_0_0,6a754101c77952c9f22727f1,C8H10NO6P,1,247.143,2.3745,87.9,0,6,5,1,1,0,0.25,16,0,7,91.7045094338,409.041641415,2.83268136999,9.54774520154,5.62163333065,12.6386341798,5.06736070839,0
61,2-NP-AHD,C1C(=O)NC(=O)N1/N=C/C2=CC=CC=C2[N+](=O)[O-],"InChI=1S/C10H8N4O4/c15-9-6-13(10(16)12-9)11-5-7-3-1-2-4-8(7)14(17)18/h1-5H,6H2,(H,12,15,16)/b11-5-",C10H8N4O4,True,FULJCJZKZXOFQZ-WZUFQYTHSA-N,FULJCJZKZXOFQZ-VZUCSPMQSA-N,O=C1CN(/N=C/c2ccccc2[N+](=O)[O-])C(=O)N1,[O]=[N+](-[O-])-[C]1:[C]:[C]:[C]:[C]:[C]:1:[C]:[N]-[N]1:[C](:[O]):[N]:[C](:[O]):[C]-1_8_0,b727aabe5a35f85d668e9b3f,C10H8N4O4,1,248.198,0.4805,104.91,1,5,3,2,1,1,0.1,18,1,8,101.036514706,554.563590671,2.21475252533,9.06849207549,4.96461570778,11.707729071,4.61557878884,0
62,Sulfapyridine,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,"InChI=1S/C11H11N3O2S/c12-9-4-6-10(7-5-9)17(15,16)14-11-3-1-2-8-13-11/h1-8H,12H2,(H,13,14)",C11H11N3O2S,True,GECHUMIMRBOMGK-UHFFFAOYSA-N,GECHUMIMRBOMGK-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,[N]:[C]1:[C]:[C]:[C](-[S](=[O])(=[O])-[N]:[C]2:[C]:[C]:[C]:[C]:[N]:2):[C]:[C]:1_11_0,89c9471922cfd2004d5406f1,C11H11N3O2S,1,249.295,1.4646,85.08,2,4,3,2,2,0,0,17,3,5,99.3586740795,594.373486948,2.2855090744,9.68460747053,6.35526803312,11.4067301331,4.42318430599,0
63,PFPrS,C(C(F)(F)F)(C(F)(F)S(=O)(=O)O)(F)F,"InChI=1S/C3HF7O3S/c4-1(5,2(6,7)8)3(9,10)14(11,12)13/h(H,11,12,13)",C3HF7O3S,True,XBWQFDNGNOOMDZ-UHFFFAOYSA-N,XBWQFDNGNOOMDZ-UHFFFAOYSA-N,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)F,[O]=[S](=[O])(-[OH])-[C](-[F])(-[F])-[C](-[F])(-[F])-[C](-[F])(-[F])-[F]_0_0,35a15bff1177570ab88c7499,C3HF7O3S,1,250.091,1.6646,54.37,1,2,2,0,0,0,1,14,1,3,72.2565190871,313.561946323,5.53579422907,6.63420635888,3.98297064873,13.42,2.95311270594,0
64,(-)-Citrinin,C[C@@H]1[C@H](OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C,"InChI=1S/C13H14O5/c1-5-7(3)18-4-8-9(5)6(2)11(14)10(12(8)15)13(16)17/h4-5,7,14H,1-3H3,(H,16,17)/t5-,7-/m1/s1",C13H14O5,True,CBGDIJWINPWWJW-IYSWYEEDSA-N,CBGDIJWINPWWJW-IYSWYEEDSA-N,CC1=C2C(=CO[C@H](C)[C@H]2C)C(=O)C(C(=O)O)=C1O,[CH3]-[C]1:[C]2:[C](:[C]:[O]-[CH](-[CH3])-[CH]-2-[CH3]):[C](:[O]):[C](-[C](:[O]):[O]):[C]:1:[O]_3_0,c3b90fd4a89a77a5983e2420,C13H14O5,1,250.25,1.721,83.83,2,4,1,2,0,2,0.384615384615,18,2,5,104.063141931,535.584857939,2.69225093199,10.35122287,5.64225054766,12.4177919188,4.01109228751,0
65,Bisphenol S,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,"InChI=1S/C12H10O4S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8,13-14H",C12H10O4S,True,VPWNQTHUCYMVMZ-UHFFFAOYSA-N,VPWNQTHUCYMVMZ-UHFFFAOYSA-N,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,[O]=[S](=[O])(-[C]1:[C]:[C]:[C](:[O]):[C]:[C]:1)-[C]1:[C]:[C]:[C](:[O]):[C]:[C]:1_10_0,d03f670f1f126e5f040b4224,C12H10O4S,1,250.275,1.9306,74.6,2,4,2,2,2,0,0,17,2,4,98.7023632117,561.060134183,2.49612896719,9.55447079684,6.31469287698,11.4746681459,4.10180982211,0
66,Sulfadiazine,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,"InChI=1S/C10H10N4O2S/c11-8-2-4-9(5-3-8)17(15,16)14-10-12-6-1-7-13-10/h1-7H,11H2,(H,12,13,14)",C10H10N4O2S,True,SEEPANYCNGTZFQ-UHFFFAOYSA-N,SEEPANYCNGTZFQ-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,[N]:[C]1:[C]:[C]:[C](-[S](=[O])(=[O])-[N]:[C]2:[N]:[C]:[C]:[C]:[N]:2):[C]:[C]:1_10_0,6337f9636fede46bcc35391b,C10H10N4O2S,1,250.283,0.8596,97.97,2,5,3,2,2,0,0,17,3,6,98.5783220605,595.962841307,2.2855090744,9.55447079684,6.21506525269,11.3388097205,4.38009590661,0
67,Hexazinone,CN1C(=NC(=O)N(C1=O)C2CCCCC2)N(C)C,"InChI=1S/C12H20N4O2/c1-14(2)10-13-11(17)16(12(18)15(10)3)9-7-5-4-6-8-9/h9H,4-8H2,1-3H3",C12H20N4O2,True,CAWXEEYDBZRFPE-UHFFFAOYSA-N,CAWXEEYDBZRFPE-UHFFFAOYSA-N,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,[CH3]-[N](-[CH3])-[c]1:[n]:[c](=[O]):[n](-[CH]2-[CH2]-[CH2]-[CH2]-[CH2]-[CH2]-2):[c](=[O]):[n]:1-[CH3]_0_0,9699e16c8071621d55aa20c2,C12H20N4O2,1,252.318,0.5132,60.13,0,4,2,2,1,1,0.75,18,0,6,105.871815782,537.9888841,2.52096991335,11.218235138,6.38983213189,12.856309419,4.95588557186,0
68,Sulfamethoxazole,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N," InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)",C10H11N3O3S,True,JLKIGFTWXXRPMT-UHFFFAOYSA-N,JLKIGFTWXXRPMT-UHFFFAOYSA-N,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,[CH3]-[C]1:[C]:[C](:[N]-[S](=[O])(=[O])-[C]2:[C]:[C]:[C](:[N]):[C]:[C]:2):[N]:[O]:1_8_0,37927413d1b2c33fd4f48fe4,C10H11N3O3S,1,253.283,1.36602,98.22,2,5,3,2,2,0,0.1,17,3,6,98.4693017638,616.500609354,2.27672628367,9.86080495342,6.27244260904,11.4649616464,4.09598350307,0
69,Fenothiocarb,CN(C)C(=O)SCCCCOC1=CC=CC=C1,"InChI=1S/C13H19NO2S/c1-14(2)13(15)17-11-7-6-10-16-12-8-4-3-5-9-12/h3-5,8-9H,6-7,10-11H2,1-2H3",C13H19NO2S,True,HMIBKHHNXANVHR-UHFFFAOYSA-N,HMIBKHHNXANVHR-UHFFFAOYSA-N,CN(C)C(=O)SCCCCOc1ccccc1,[CH3]-[N](-[CH3])-[C](=[O])-[S]-[CH2]-[CH2]-[CH2]-[CH2]-[O]-[c]1:[cH]:[cH]:[cH]:[cH]:[cH]:1_0_0,80a0d3bab064158ae690ad6a,C13H19NO2S,1,253.367,3.2604,29.54,0,3,6,1,1,0,0.461538461538,17,0,3,107.144008945,327.451164118,2.00139101308,11.2036335185,6.70403885581,13.9031313131,8.00837284361,0
70,Sulfathiazole,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,"InChI=1S/C9H9N3O2S2/c10-7-1-3-8(4-2-7)16(13,14)12-9-11-5-6-15-9/h1-6H,10H2,(H,11,12)",C9H9N3O2S2,True,JNMRHUJNCSQMMB-UHFFFAOYSA-N,JNMRHUJNCSQMMB-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,[N]:[C]1:[C]:[C]:[C](-[S](=[O])(=[O])-[N]:[C]2:[N]:[C]:[C]:[S]:2):[C]:[C]:1_9_0,6edd2232ed1ec668311aa339,C9H9N3O2S2,1,255.324,1.5261,85.08,2,5,3,2,2,0,0,16,3,5,96.99903735,561.311383244,2.28891308172,9.75465180354,6.71940544875,10.9026142688,4.10631377551,0
71,Formothion,CN(C=O)C(=O)CSP(=S)(OC)OC,"InChI=1S/C6H12NO4PS2/c1-7(5-8)6(9)4-14-12(13,10-2)11-3/h5H,4H2,1-3H3",C6H12NO4PS2,True,AIKKULXCBHRFOS-UHFFFAOYSA-N,AIKKULXCBHRFOS-UHFFFAOYSA-N,COP(=S)(OC)SCC(=O)N(C)C=O,[CH3]-[O]-[P](=[S])(-[O]-[CH3])-[S]-[CH2]-[C](:[O]):[N](-[CH3]):[C]:[O]_1_0,577bf2cb81f94acf50f2db0f,C6H12NO4PS2,1,257.273,0.8517,55.84,0,6,6,0,0,0,0.666666666667,14,0,5,92.0388824227,252.216059248,4.10930502093,10.655794337,7.78670152397,14.06,6.52649093126,0
72,Thiobencarb,CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl,"InChI=1S/C12H16ClNOS/c1-3-14(4-2)12(15)16-9-10-5-7-11(13)8-6-10/h5-8H,3-4,9H2,1-2H3",C12H16ClNOS,True,QHTQREMOGMZHJV-UHFFFAOYSA-N,QHTQREMOGMZHJV-UHFFFAOYSA-N,CCN(CC)C(=O)SCc1ccc(Cl)cc1,[CH3]-[CH2]-[N](-[CH2]-[CH3])-[C](=[O])-[S]-[CH2]-[c]1:[cH]:[cH]:[c](-[Cl]):[cH]:[cH]:1_0_0,199be8c56e73e5eb81a7e6f0,C12H16ClNOS,1,257.786,4.035,20.31,0,2,4,1,1,0,0.416666666667,16,0,2,105.968787828,335.376926395,2.44924136217,11.1448215967,6.69466518202,13.3952315721,6.8146378512,0
